pert_id,rna_plate,average_precision,top1_correct,top5_hit,cell_line,method
BRD-K70642949,LJP009_A549_24H_X6_F1B19,0.26704852423412984,1.0,1.0,A549,filzen_continuous
BRD-K76401790,LJP009_A549_24H_X6_F1B19,0.09974731303769487,0.0,0.0,A549,filzen_continuous
BRD-K76969307,LJP009_A549_24H_X6_F1B19,0.010795966373362002,0.0,0.0,A549,filzen_continuous
BRD-K78790801,LJP009_A549_24H_X6_F1B19,0.009305237930940577,0.0,0.0,A549,filzen_continuous
BRD-K79018442,LJP009_A549_24H_X6_F1B19,0.012960161659953423,0.0,0.0,A549,filzen_continuous
BRD-K79090631,LJP009_A549_24H_X6_F1B19,0.535456433330811,1.0,1.0,A549,filzen_continuous
BRD-K79239947,LJP009_A549_24H_X6_F1B19,0.11868404076297263,0.0,1.0,A549,filzen_continuous
BRD-K79259477,LJP009_A549_24H_X6_F1B19,0.009665199818652503,0.0,0.0,A549,filzen_continuous
BRD-K83972459,LJP009_A549_24H_X6_F1B19,0.04123069229437467,0.0,0.0,A549,filzen_continuous
BRD-K87142802,LJP009_A549_24H_X6_F1B19,0.021178239407893307,0.0,0.0,A549,filzen_continuous
BRD-K91900765,LJP009_A549_24H_X6_F1B19,0.11788257412655825,0.0,1.0,A549,filzen_continuous
BRD-K93123848,LJP009_A549_24H_X6_F1B19,0.12936777597977328,0.0,1.0,A549,filzen_continuous
BRD-K97056771,LJP009_A549_24H_X6_F1B19,0.01307351180758536,0.0,0.0,A549,filzen_continuous
BRD-K98143437,LJP009_A549_24H_X6_F1B19,0.014202366221022519,0.0,0.0,A549,filzen_continuous
BRD-U07805514,LJP009_A549_24H_X6_F1B19,0.23943646678791497,0.0,1.0,A549,filzen_continuous
BRD-U24835547,LJP009_A549_24H_X6_F1B19,0.01853380644371138,0.0,0.0,A549,filzen_continuous
BRD-U86686840,LJP009_A549_24H_X6_F1B19,0.01360957310130655,0.0,0.0,A549,filzen_continuous
BRD-A39996500,LJP005_A549_24H_X1_B19,0.004395721938467572,0.0,0.0,A549,filzen_binary
BRD-K02708799,LJP005_A549_24H_X1_B19,0.022583063957257364,0.0,0.0,A549,filzen_binary
BRD-K49328571,LJP005_A549_24H_X1_B19,0.024171981327221818,0.0,0.0,A549,filzen_binary
BRD-K49865102,LJP005_A549_24H_X1_B19,0.024294559399681826,0.0,0.0,A549,filzen_binary
BRD-K79090631,LJP005_A549_24H_X1_B19,0.021178713195318062,0.0,0.0,A549,filzen_binary
BRD-A39996500,LJP005_A549_24H_X2_B19,0.004395721938467572,0.0,0.0,A549,filzen_binary
BRD-K02708799,LJP005_A549_24H_X2_B19,0.022583063957257364,0.0,0.0,A549,filzen_binary
BRD-K49328571,LJP005_A549_24H_X2_B19,0.024171981327221818,0.0,0.0,A549,filzen_binary
BRD-K49865102,LJP005_A549_24H_X2_B19,0.024294559399681826,0.0,0.0,A549,filzen_binary
BRD-K79090631,LJP005_A549_24H_X2_B19,0.021178713195318062,0.0,0.0,A549,filzen_binary
BRD-A39996500,LJP005_A549_24H_X3_B19,0.004395721938467572,0.0,0.0,A549,filzen_binary
BRD-K02708799,LJP005_A549_24H_X3_B19,0.022583063957257364,0.0,0.0,A549,filzen_binary
BRD-K49328571,LJP005_A549_24H_X3_B19,0.024171981327221818,0.0,0.0,A549,filzen_binary
BRD-K49865102,LJP005_A549_24H_X3_B19,0.024294559399681826,0.0,0.0,A549,filzen_binary
BRD-K79090631,LJP005_A549_24H_X3_B19,0.021178713195318062,0.0,0.0,A549,filzen_binary
BRD-A39996500,LJP006_A549_24H_X1_B19,0.02032490834057097,0.0,0.0,A549,filzen_binary
BRD-K02708799,LJP006_A549_24H_X1_B19,0.02257695045915025,0.0,0.0,A549,filzen_binary
BRD-K49328571,LJP006_A549_24H_X1_B19,0.02416583582537898,0.0,0.0,A549,filzen_binary
BRD-K49865102,LJP006_A549_24H_X1_B19,0.02428839585164103,0.0,0.0,A549,filzen_binary
BRD-A39996500,LJP006_A549_24H_X2_B19,0.020330018708585234,0.0,0.0,A549,filzen_binary
BRD-K02708799,LJP006_A549_24H_X2_B19,0.022584953593672425,0.0,0.0,A549,filzen_binary
BRD-K49328571,LJP006_A549_24H_X2_B19,0.024173890945587605,0.0,0.0,A549,filzen_binary
BRD-K49865102,LJP006_A549_24H_X2_B19,0.024296474709905633,0.0,0.0,A549,filzen_binary
BRD-K79090631,LJP006_A549_24H_X2_B19,0.195970643738582,1.0,1.0,A549,filzen_binary
BRD-A39996500,LJP006_A549_24H_X3_B19,0.02032490834057097,0.0,0.0,A549,filzen_binary
BRD-K49328571,LJP006_A549_24H_X3_B19,0.02416583582537898,0.0,0.0,A549,filzen_binary
BRD-K49865102,LJP006_A549_24H_X3_B19,0.02428839585164103,0.0,0.0,A549,filzen_binary
BRD-K79090631,LJP006_A549_24H_X3_B19,0.19596460084578865,1.0,1.0,A549,filzen_binary
BRD-A61304759,LJP007_A549_24H_X1_F1B19,0.01789482945737606,0.0,0.0,A549,filzen_binary
BRD-K02708799,LJP007_A549_24H_X1_F1B19,0.022577675094199313,0.0,0.0,A549,filzen_binary
BRD-K49328571,LJP007_A549_24H_X1_F1B19,0.02417572177231572,0.0,0.0,A549,filzen_binary
BRD-K49865102,LJP007_A549_24H_X1_F1B19,0.024298311026369066,0.0,0.0,A549,filzen_binary
BRD-K79090631,LJP007_A549_24H_X1_F1B19,0.15077410554521398,0.0,1.0,A549,filzen_binary
BRD-A61304759,LJP007_A549_24H_X2_F1B19,0.01789482945737606,0.0,0.0,A549,filzen_binary
BRD-K02708799,LJP007_A549_24H_X2_F1B19,0.022577675094199313,0.0,0.0,A549,filzen_binary
BRD-K49328571,LJP007_A549_24H_X2_F1B19,0.02417572177231572,0.0,0.0,A549,filzen_binary
BRD-K49865102,LJP007_A549_24H_X2_F1B19,0.024298311026369066,0.0,0.0,A549,filzen_binary
BRD-K79090631,LJP007_A549_24H_X2_F1B19,0.15077410554521398,0.0,1.0,A549,filzen_binary
BRD-A61304759,LJP007_A549_24H_X3_F1B19,0.01789482945737606,0.0,0.0,A549,filzen_binary
BRD-K02708799,LJP007_A549_24H_X3_F1B19,0.022577675094199313,0.0,0.0,A549,filzen_binary
BRD-K49328571,LJP007_A549_24H_X3_F1B19,0.02417572177231572,0.0,0.0,A549,filzen_binary
BRD-K49865102,LJP007_A549_24H_X3_F1B19,0.024298311026369066,0.0,0.0,A549,filzen_binary
BRD-K79090631,LJP007_A549_24H_X3_F1B19,0.15077410554521398,0.0,1.0,A549,filzen_binary
BRD-A61304759,LJP007_A549_24H_X4_F1B19,0.01789482945737606,0.0,0.0,A549,filzen_binary
BRD-K02708799,LJP007_A549_24H_X4_F1B19,0.022577675094199313,0.0,0.0,A549,filzen_binary
BRD-K49328571,LJP007_A549_24H_X4_F1B19,0.02417572177231572,0.0,0.0,A549,filzen_binary
BRD-K49865102,LJP007_A549_24H_X4_F1B19,0.024298311026369066,0.0,0.0,A549,filzen_binary
BRD-K79090631,LJP007_A549_24H_X4_F1B19,0.19594138102318306,1.0,1.0,A549,filzen_binary
BRD-A61304759,LJP007_A549_24H_X6_F1B19,0.017886422726576298,0.0,0.0,A549,filzen_binary
BRD-K02708799,LJP007_A549_24H_X6_F1B19,0.0225613959130471,0.0,0.0,A549,filzen_binary
BRD-K49328571,LJP007_A549_24H_X6_F1B19,0.024157890970790716,0.0,0.0,A549,filzen_binary
BRD-K49865102,LJP007_A549_24H_X6_F1B19,0.024280426680001754,0.0,0.0,A549,filzen_binary
BRD-A01645196,LJP008_A549_24H_X1_F1B19,0.0060030590724252375,0.0,0.0,A549,filzen_binary
BRD-A50737080,LJP008_A549_24H_X1_F1B19,0.00601539012423709,0.0,0.0,A549,filzen_binary
BRD-A58280226,LJP008_A549_24H_X1_F1B19,0.0060277732971083554,0.0,0.0,A549,filzen_binary
BRD-A61304759,LJP008_A549_24H_X1_F1B19,0.018455868230268516,0.0,0.0,A549,filzen_binary
BRD-A68739437,LJP008_A549_24H_X1_F1B19,0.006052697371273814,0.0,0.0,A549,filzen_binary
BRD-A90451247,LJP008_A549_24H_X1_F1B19,0.006065238962874786,0.0,0.0,A549,filzen_binary
BRD-K02113016,LJP008_A549_24H_X1_F1B19,0.02034268845995529,0.0,0.0,A549,filzen_binary
BRD-K02708799,LJP008_A549_24H_X1_F1B19,0.02354816254671346,0.0,0.0,A549,filzen_binary
BRD-K03406345,LJP008_A549_24H_X1_F1B19,0.006103186163345279,0.0,0.0,A549,filzen_binary
BRD-K08109215,LJP008_A549_24H_X1_F1B19,0.00611594389277443,0.0,0.0,A549,filzen_binary
BRD-K09537769,LJP008_A549_24H_X1_F1B19,0.00612875655532203,0.0,0.0,A549,filzen_binary
BRD-K11153516,LJP008_A549_24H_X1_F1B19,0.006141624517032189,0.0,0.0,A549,filzen_binary
BRD-K12787259,LJP008_A549_24H_X1_F1B19,0.006154548147306744,0.0,0.0,A549,filzen_binary
BRD-K13094524,LJP008_A549_24H_X1_F1B19,0.006167527818945004,0.0,0.0,A549,filzen_binary
BRD-K14109347,LJP008_A549_24H_X1_F1B19,0.00618056390818406,0.0,0.0,A549,filzen_binary
BRD-K16485616,LJP008_A549_24H_X1_F1B19,0.13082137161084528,0.0,0.0,A549,filzen_binary
BRD-K17588104,LJP008_A549_24H_X1_F1B19,0.006206806861847957,0.0,0.0,A549,filzen_binary
BRD-K17743125,LJP008_A549_24H_X1_F1B19,0.08259706890449943,0.0,0.0,A549,filzen_binary
BRD-K21906513,LJP008_A549_24H_X1_F1B19,0.006233280088520768,0.0,0.0,A549,filzen_binary
BRD-K25311561,LJP008_A549_24H_X1_F1B19,0.006246604032540708,0.0,0.0,A549,filzen_binary
BRD-K26756394,LJP008_A549_24H_X1_F1B19,0.006259986726111427,0.0,0.0,A549,filzen_binary
BRD-K26818574,LJP008_A549_24H_X1_F1B19,0.006273428570714573,0.0,0.0,A549,filzen_binary
BRD-K30632436,LJP008_A549_24H_X1_F1B19,0.006286929971614367,0.0,0.0,A549,filzen_binary
BRD-K32536677,LJP008_A549_24H_X1_F1B19,0.006300491337903636,0.0,0.0,A549,filzen_binary
BRD-K32847255,LJP008_A549_24H_X1_F1B19,0.006314113082550553,0.0,0.0,A549,filzen_binary
BRD-K36363294,LJP008_A549_24H_X1_F1B19,0.00632779562244608,0.0,0.0,A549,filzen_binary
BRD-K36740062,LJP008_A549_24H_X1_F1B19,0.006341539378452129,0.0,0.0,A549,filzen_binary
BRD-K42436189,LJP008_A549_24H_X1_F1B19,0.006355344775450469,0.0,0.0,A549,filzen_binary
BRD-K47029922,LJP008_A549_24H_X1_F1B19,0.006369212242392344,0.0,0.0,A549,filzen_binary
BRD-K49328571,LJP008_A549_24H_X1_F1B19,0.025199690868792545,0.0,0.0,A549,filzen_binary
BRD-K49865102,LJP008_A549_24H_X1_F1B19,0.025325493166809043,0.0,0.0,A549,filzen_binary
BRD-K52560704,LJP008_A549_24H_X1_F1B19,0.006411191414497884,0.0,0.0,A549,filzen_binary
BRD-K53328210,LJP008_A549_24H_X1_F1B19,0.006425311533896569,0.0,0.0,A549,filzen_binary
BRD-K54256913,LJP008_A549_24H_X1_F1B19,0.00613429514909172,0.0,0.0,A549,filzen_binary
BRD-K54606188,LJP008_A549_24H_X1_F1B19,0.006453745059748719,0.0,0.0,A549,filzen_binary
BRD-K55591206,LJP008_A549_24H_X1_F1B19,0.006468059379549607,0.0,0.0,A549,filzen_binary
BRD-K56301217,LJP008_A549_24H_X1_F1B19,0.006482439353619862,0.0,0.0,A549,filzen_binary
BRD-K66989831,LJP008_A549_24H_X1_F1B19,0.0064968854499000885,0.0,0.0,A549,filzen_binary
BRD-K68548958,LJP008_A549_24H_X1_F1B19,0.00651139814094098,0.0,0.0,A549,filzen_binary
BRD-K76964878,LJP008_A549_24H_X1_F1B19,0.006525977903962131,0.0,0.0,A549,filzen_binary
BRD-K77908580,LJP008_A549_24H_X1_F1B19,0.1626884226884227,0.0,0.0,A549,filzen_binary
BRD-K79254416,LJP008_A549_24H_X1_F1B19,0.006564767550713299,0.0,0.0,A549,filzen_binary
BRD-K82181189,LJP008_A549_24H_X1_F1B19,0.006579595489085867,0.0,0.0,A549,filzen_binary
BRD-K82484347,LJP008_A549_24H_X1_F1B19,0.0065944927693412005,0.0,0.0,A549,filzen_binary
BRD-K82928847,LJP008_A549_24H_X1_F1B19,0.00660945989596908,0.0,0.0,A549,filzen_binary
BRD-K83189926,LJP008_A549_24H_X1_F1B19,0.006624497378537977,0.0,0.0,A549,filzen_binary
BRD-K83452553,LJP008_A549_24H_X1_F1B19,0.006639605731761314,0.0,0.0,A549,filzen_binary
BRD-K86797399,LJP008_A549_24H_X1_F1B19,0.5453968253968254,0.0,1.0,A549,filzen_binary
BRD-K86856088,LJP008_A549_24H_X1_F1B19,0.0066700371351549066,0.0,0.0,A549,filzen_binary
BRD-K87142802,LJP008_A549_24H_X1_F1B19,0.03324218310748261,0.0,0.0,A549,filzen_binary
BRD-K88560311,LJP008_A549_24H_X1_F1B19,0.006700758329342815,0.0,0.0,A549,filzen_binary
BRD-K89391146,LJP008_A549_24H_X1_F1B19,0.0067162289413888465,0.0,0.0,A549,filzen_binary
BRD-K92428232,LJP008_A549_24H_X1_F1B19,0.006731773624262809,0.0,0.0,A549,filzen_binary
BRD-K94335714,LJP008_A549_24H_X1_F1B19,0.006747392930641168,0.0,0.0,A549,filzen_binary
BRD-K98203492,LJP008_A549_24H_X1_F1B19,0.006763087418915946,0.0,0.0,A549,filzen_binary
BRD-K98251413,LJP008_A549_24H_X1_F1B19,0.00677885765327146,0.0,0.0,A549,filzen_binary
BRD-A01645196,LJP008_A549_24H_X2_F1B19,0.0060030590724252375,0.0,0.0,A549,filzen_binary
BRD-A50737080,LJP008_A549_24H_X2_F1B19,0.00601539012423709,0.0,0.0,A549,filzen_binary
BRD-A58280226,LJP008_A549_24H_X2_F1B19,0.0060277732971083554,0.0,0.0,A549,filzen_binary
BRD-A61304759,LJP008_A549_24H_X2_F1B19,0.018455868230268516,0.0,0.0,A549,filzen_binary
BRD-A68739437,LJP008_A549_24H_X2_F1B19,0.006052697371273814,0.0,0.0,A549,filzen_binary
BRD-A90451247,LJP008_A549_24H_X2_F1B19,0.006065238962874786,0.0,0.0,A549,filzen_binary
BRD-K02113016,LJP008_A549_24H_X2_F1B19,0.02034268845995529,0.0,0.0,A549,filzen_binary
BRD-K02708799,LJP008_A549_24H_X2_F1B19,0.021703206818009437,0.0,0.0,A549,filzen_binary
BRD-K03406345,LJP008_A549_24H_X2_F1B19,0.006103186163345279,0.0,0.0,A549,filzen_binary
BRD-K08109215,LJP008_A549_24H_X2_F1B19,0.00611594389277443,0.0,0.0,A549,filzen_binary
BRD-K09537769,LJP008_A549_24H_X2_F1B19,0.00612875655532203,0.0,0.0,A549,filzen_binary
BRD-K11153516,LJP008_A549_24H_X2_F1B19,0.006141624517032189,0.0,0.0,A549,filzen_binary
BRD-K12787259,LJP008_A549_24H_X2_F1B19,0.006154548147306744,0.0,0.0,A549,filzen_binary
BRD-K13094524,LJP008_A549_24H_X2_F1B19,0.006167527818945004,0.0,0.0,A549,filzen_binary
BRD-K14109347,LJP008_A549_24H_X2_F1B19,0.00618056390818406,0.0,0.0,A549,filzen_binary
BRD-K16485616,LJP008_A549_24H_X2_F1B19,0.08955842739152697,0.0,0.0,A549,filzen_binary
BRD-K17588104,LJP008_A549_24H_X2_F1B19,0.006206806861847957,0.0,0.0,A549,filzen_binary
BRD-K17743125,LJP008_A549_24H_X2_F1B19,0.2636039886039886,0.0,1.0,A549,filzen_binary
BRD-K21906513,LJP008_A549_24H_X2_F1B19,0.006233280088520768,0.0,0.0,A549,filzen_binary
BRD-K25311561,LJP008_A549_24H_X2_F1B19,0.006246604032540708,0.0,0.0,A549,filzen_binary
BRD-K26756394,LJP008_A549_24H_X2_F1B19,0.006259986726111427,0.0,0.0,A549,filzen_binary
BRD-K26818574,LJP008_A549_24H_X2_F1B19,0.006273428570714573,0.0,0.0,A549,filzen_binary
BRD-K30632436,LJP008_A549_24H_X2_F1B19,0.006286929971614367,0.0,0.0,A549,filzen_binary
BRD-K32536677,LJP008_A549_24H_X2_F1B19,0.006300491337903636,0.0,0.0,A549,filzen_binary
BRD-K32847255,LJP008_A549_24H_X2_F1B19,0.006314113082550553,0.0,0.0,A549,filzen_binary
BRD-K36363294,LJP008_A549_24H_X2_F1B19,0.00632779562244608,0.0,0.0,A549,filzen_binary
BRD-K36740062,LJP008_A549_24H_X2_F1B19,0.01467441827329673,0.0,0.0,A549,filzen_binary
BRD-K42436189,LJP008_A549_24H_X2_F1B19,0.006355344775450469,0.0,0.0,A549,filzen_binary
BRD-K47029922,LJP008_A549_24H_X2_F1B19,0.006369212242392344,0.0,0.0,A549,filzen_binary
BRD-K49328571,LJP008_A549_24H_X2_F1B19,0.025199690868792545,0.0,0.0,A549,filzen_binary
BRD-K49865102,LJP008_A549_24H_X2_F1B19,0.025325493166809043,0.0,0.0,A549,filzen_binary
BRD-K52560704,LJP008_A549_24H_X2_F1B19,0.006411191414497884,0.0,0.0,A549,filzen_binary
BRD-K53328210,LJP008_A549_24H_X2_F1B19,0.006425311533896569,0.0,0.0,A549,filzen_binary
BRD-K54256913,LJP008_A549_24H_X2_F1B19,0.0064394959308287855,0.0,0.0,A549,filzen_binary
BRD-K54606188,LJP008_A549_24H_X2_F1B19,0.006453745059748719,0.0,0.0,A549,filzen_binary
BRD-K55591206,LJP008_A549_24H_X2_F1B19,0.006468059379549607,0.0,0.0,A549,filzen_binary
BRD-K56301217,LJP008_A549_24H_X2_F1B19,0.006482439353619862,0.0,0.0,A549,filzen_binary
BRD-K66989831,LJP008_A549_24H_X2_F1B19,0.0064968854499000885,0.0,0.0,A549,filzen_binary
BRD-K68548958,LJP008_A549_24H_X2_F1B19,0.00651139814094098,0.0,0.0,A549,filzen_binary
BRD-K76964878,LJP008_A549_24H_X2_F1B19,0.006525977903962131,0.0,0.0,A549,filzen_binary
BRD-K77908580,LJP008_A549_24H_X2_F1B19,0.1626884226884227,0.0,0.0,A549,filzen_binary
BRD-K79254416,LJP008_A549_24H_X2_F1B19,0.006564767550713299,0.0,0.0,A549,filzen_binary
BRD-K82181189,LJP008_A549_24H_X2_F1B19,0.006579595489085867,0.0,0.0,A549,filzen_binary
BRD-K82484347,LJP008_A549_24H_X2_F1B19,0.0065944927693412005,0.0,0.0,A549,filzen_binary
BRD-K82928847,LJP008_A549_24H_X2_F1B19,0.00660945989596908,0.0,0.0,A549,filzen_binary
BRD-K83189926,LJP008_A549_24H_X2_F1B19,0.006624497378537977,0.0,0.0,A549,filzen_binary
BRD-K83452553,LJP008_A549_24H_X2_F1B19,0.006639605731761314,0.0,0.0,A549,filzen_binary
BRD-K86797399,LJP008_A549_24H_X2_F1B19,0.5453968253968254,0.0,1.0,A549,filzen_binary
BRD-K86856088,LJP008_A549_24H_X2_F1B19,0.0066700371351549066,0.0,0.0,A549,filzen_binary
BRD-K87142802,LJP008_A549_24H_X2_F1B19,0.03324218310748261,0.0,0.0,A549,filzen_binary
BRD-K88560311,LJP008_A549_24H_X2_F1B19,0.006700758329342815,0.0,0.0,A549,filzen_binary
BRD-K89391146,LJP008_A549_24H_X2_F1B19,0.0067162289413888465,0.0,0.0,A549,filzen_binary
BRD-K92428232,LJP008_A549_24H_X2_F1B19,0.006731773624262809,0.0,0.0,A549,filzen_binary
BRD-K94335714,LJP008_A549_24H_X2_F1B19,0.006747392930641168,0.0,0.0,A549,filzen_binary
BRD-K98203492,LJP008_A549_24H_X2_F1B19,0.006763087418915946,0.0,0.0,A549,filzen_binary
BRD-K98251413,LJP008_A549_24H_X2_F1B19,0.00677885765327146,0.0,0.0,A549,filzen_binary
BRD-A01645196,LJP008_A549_24H_X3_F1B19,0.006008829512518144,0.0,0.0,A549,filzen_binary
BRD-A50737080,LJP008_A549_24H_X3_F1B19,0.006021181362516611,0.0,0.0,A549,filzen_binary
BRD-A58280226,LJP008_A549_24H_X3_F1B19,0.006033585446507711,0.0,0.0,A549,filzen_binary
BRD-A61304759,LJP008_A549_24H_X3_F1B19,0.018472028721890042,0.0,0.0,A549,filzen_binary
BRD-A68739437,LJP008_A549_24H_X3_F1B19,0.006058551685004768,0.0,0.0,A549,filzen_binary
BRD-A90451247,LJP008_A549_24H_X3_F1B19,0.006071114531482463,0.0,0.0,A549,filzen_binary
BRD-K02113016,LJP008_A549_24H_X3_F1B19,0.020348983466161513,0.0,0.0,A549,filzen_binary
BRD-K02708799,LJP008_A549_24H_X3_F1B19,0.023572263108108636,0.0,0.0,A549,filzen_binary
BRD-K03406345,LJP008_A549_24H_X3_F1B19,0.006109126197577489,0.0,0.0,A549,filzen_binary
BRD-K08109215,LJP008_A549_24H_X3_F1B19,0.006121905652078066,0.0,0.0,A549,filzen_binary
BRD-K09537769,LJP008_A549_24H_X3_F1B19,0.006134740159414455,0.0,0.0,A549,filzen_binary
BRD-K11153516,LJP008_A549_24H_X3_F1B19,0.006147630086514302,0.0,0.0,A549,filzen_binary
BRD-K12787259,LJP008_A549_24H_X3_F1B19,0.006160575803671169,0.0,0.0,A549,filzen_binary
BRD-K13094524,LJP008_A549_24H_X3_F1B19,0.0061735776845843636,0.0,0.0,A549,filzen_binary
BRD-K14109347,LJP008_A549_24H_X3_F1B19,0.00618663610639935,0.0,0.0,A549,filzen_binary
BRD-K16485616,LJP008_A549_24H_X3_F1B19,0.129920240221909,0.0,0.0,A549,filzen_binary
BRD-K17588104,LJP008_A549_24H_X3_F1B19,0.006212924098794005,0.0,0.0,A549,filzen_binary
BRD-K17743125,LJP008_A549_24H_X3_F1B19,0.2632205513784461,0.0,1.0,A549,filzen_binary
BRD-K21906513,LJP008_A549_24H_X3_F1B19,0.006239442868515467,0.0,0.0,A549,filzen_binary
BRD-K25311561,LJP008_A549_24H_X3_F1B19,0.006252789775541531,0.0,0.0,A549,filzen_binary
BRD-K26756394,LJP008_A549_24H_X3_F1B19,0.006266195561050741,0.0,0.0,A549,filzen_binary
BRD-K26818574,LJP008_A549_24H_X3_F1B19,0.006279660627494417,0.0,0.0,A549,filzen_binary
BRD-K30632436,LJP008_A549_24H_X3_F1B19,0.006293185381115599,0.0,0.0,A549,filzen_binary
BRD-K32536677,LJP008_A549_24H_X3_F1B19,0.006306770231995207,0.0,0.0,A549,filzen_binary
BRD-K32847255,LJP008_A549_24H_X3_F1B19,0.006320415594098865,0.0,0.0,A549,filzen_binary
BRD-K36363294,LJP008_A549_24H_X3_F1B19,0.006334121885324467,0.0,0.0,A549,filzen_binary
BRD-K36740062,LJP008_A549_24H_X3_F1B19,0.015515697514086029,0.0,0.0,A549,filzen_binary
BRD-K42436189,LJP008_A549_24H_X3_F1B19,0.006361718946684754,0.0,0.0,A549,filzen_binary
BRD-K47029922,LJP008_A549_24H_X3_F1B19,0.006375610572714666,0.0,0.0,A549,filzen_binary
BRD-K49328571,LJP008_A549_24H_X3_F1B19,0.025225671259767966,0.0,0.0,A549,filzen_binary
BRD-K49865102,LJP008_A549_24H_X3_F1B19,0.02535156035773556,0.0,0.0,A549,filzen_binary
BRD-K52560704,LJP008_A549_24H_X3_F1B19,0.006417663054306225,0.0,0.0,A549,filzen_binary
BRD-K53328210,LJP008_A549_24H_X3_F1B19,0.0064318078911613594,0.0,0.0,A549,filzen_binary
BRD-K54256913,LJP008_A549_24H_X3_F1B19,0.006446017147833205,0.0,0.0,A549,filzen_binary
BRD-K54606188,LJP008_A549_24H_X3_F1B19,0.00646029127987321,0.0,0.0,A549,filzen_binary
BRD-K55591206,LJP008_A549_24H_X3_F1B19,0.0064746307472824975,0.0,0.0,A549,filzen_binary
BRD-K56301217,LJP008_A549_24H_X3_F1B19,0.006489036014568128,0.0,0.0,A549,filzen_binary
BRD-K66989831,LJP008_A549_24H_X3_F1B19,0.006503507550800217,0.0,0.0,A549,filzen_binary
BRD-K68548958,LJP008_A549_24H_X3_F1B19,0.006518045829669979,0.0,0.0,A549,filzen_binary
BRD-K76964878,LJP008_A549_24H_X3_F1B19,0.006532651329548676,0.0,0.0,A549,filzen_binary
BRD-K77908580,LJP008_A549_24H_X3_F1B19,0.16980304719435152,0.0,0.0,A549,filzen_binary
BRD-K79090631,LJP008_A549_24H_X3_F1B19,0.15805937662743422,0.0,1.0,A549,filzen_binary
BRD-K79254416,LJP008_A549_24H_X3_F1B19,0.006568140459509845,0.0,0.0,A549,filzen_binary
BRD-K82181189,LJP008_A549_24H_X3_F1B19,0.006582980821119233,0.0,0.0,A549,filzen_binary
BRD-K82484347,LJP008_A549_24H_X3_F1B19,0.006597890593374689,0.0,0.0,A549,filzen_binary
BRD-K82928847,LJP008_A549_24H_X3_F1B19,0.006288724173087257,0.0,0.0,A549,filzen_binary
BRD-K83189926,LJP008_A549_24H_X3_F1B19,0.006627920394899995,0.0,0.0,A549,filzen_binary
BRD-K83452553,LJP008_A549_24H_X3_F1B19,0.006643041449482745,0.0,0.0,A549,filzen_binary
BRD-K86797399,LJP008_A549_24H_X3_F1B19,0.5342857142857144,0.0,1.0,A549,filzen_binary
BRD-K86856088,LJP008_A549_24H_X3_F1B19,0.0066734984685990015,0.0,0.0,A549,filzen_binary
BRD-K87142802,LJP008_A549_24H_X3_F1B19,0.033245657356349996,0.0,0.0,A549,filzen_binary
BRD-K88560311,LJP008_A549_24H_X3_F1B19,0.006704245566056442,0.0,0.0,A549,filzen_binary
BRD-K89391146,LJP008_A549_24H_X3_F1B19,0.0067197292389141365,0.0,0.0,A549,filzen_binary
BRD-K92428232,LJP008_A549_24H_X3_F1B19,0.006735287056112771,0.0,0.0,A549,filzen_binary
BRD-K94335714,LJP008_A549_24H_X3_F1B19,0.006750919570881543,0.0,0.0,A549,filzen_binary
BRD-K98203492,LJP008_A549_24H_X3_F1B19,0.00676662734217041,0.0,0.0,A549,filzen_binary
BRD-K98251413,LJP008_A549_24H_X3_F1B19,0.006782410934726884,0.0,0.0,A549,filzen_binary
BRD-A01645196,LJP008_A549_24H_X4_F1B19,0.006008829512518144,0.0,0.0,A549,filzen_binary
BRD-A50737080,LJP008_A549_24H_X4_F1B19,0.006021181362516611,0.0,0.0,A549,filzen_binary
BRD-A58280226,LJP008_A549_24H_X4_F1B19,0.006033585446507711,0.0,0.0,A549,filzen_binary
BRD-A61304759,LJP008_A549_24H_X4_F1B19,0.018472028721890042,0.0,0.0,A549,filzen_binary
BRD-A68739437,LJP008_A549_24H_X4_F1B19,0.006058551685004768,0.0,0.0,A549,filzen_binary
BRD-A90451247,LJP008_A549_24H_X4_F1B19,0.006071114531482463,0.0,0.0,A549,filzen_binary
BRD-K02113016,LJP008_A549_24H_X4_F1B19,0.020348983466161513,0.0,0.0,A549,filzen_binary
BRD-K02708799,LJP008_A549_24H_X4_F1B19,0.023572263108108636,0.0,0.0,A549,filzen_binary
BRD-K03406345,LJP008_A549_24H_X4_F1B19,0.006109126197577489,0.0,0.0,A549,filzen_binary
BRD-K08109215,LJP008_A549_24H_X4_F1B19,0.006121905652078066,0.0,0.0,A549,filzen_binary
BRD-K09537769,LJP008_A549_24H_X4_F1B19,0.006134740159414455,0.0,0.0,A549,filzen_binary
BRD-K11153516,LJP008_A549_24H_X4_F1B19,0.006147630086514302,0.0,0.0,A549,filzen_binary
BRD-K12787259,LJP008_A549_24H_X4_F1B19,0.006160575803671169,0.0,0.0,A549,filzen_binary
BRD-K13094524,LJP008_A549_24H_X4_F1B19,0.0061735776845843636,0.0,0.0,A549,filzen_binary
BRD-K14109347,LJP008_A549_24H_X4_F1B19,0.00618663610639935,0.0,0.0,A549,filzen_binary
BRD-K16485616,LJP008_A549_24H_X4_F1B19,0.1235804892781637,0.0,0.0,A549,filzen_binary
