pert_id,rna_plate,average_precision,top1_correct,top5_hit,cell_line,method
BRD-K49865102,LJP009_A375_24H_X3_B20,0.3159556226106221,1.0,1.0,A375,raw_cosine
BRD-K52751261,LJP009_A375_24H_X3_B20,0.2541522988505748,1.0,1.0,A375,raw_cosine
BRD-K70511574,LJP009_A375_24H_X3_B20,0.48571428571428565,1.0,1.0,A375,raw_cosine
BRD-K83963101,LJP009_A375_24H_X3_B20,0.014880136240172726,0.0,0.0,A375,raw_cosine
BRD-K87142802,LJP009_A375_24H_X3_B20,0.5421274961597542,1.0,1.0,A375,raw_cosine
BRD-K93123848,LJP009_A375_24H_X3_B20,0.07532967208549607,0.0,0.0,A375,raw_cosine
BRD-K12184916,REP.A002_A375_24H_X1_B22,0.45476190476190476,1.0,1.0,A375,raw_cosine
BRD-K16730910,REP.A002_A375_24H_X1_B22,0.5523076923076923,1.0,1.0,A375,raw_cosine
BRD-K17743125,REP.A002_A375_24H_X1_B22,0.6766233766233766,1.0,1.0,A375,raw_cosine
BRD-K99964838,REP.A002_A375_24H_X1_B22,0.37289226064455416,1.0,1.0,A375,raw_cosine
BRD-K12184916,REP.A002_A375_24H_X2_B22,0.2598747689343643,0.0,1.0,A375,raw_cosine
BRD-K16730910,REP.A002_A375_24H_X2_B22,0.6019764507989908,1.0,1.0,A375,raw_cosine
BRD-K17743125,REP.A002_A375_24H_X2_B22,0.7142857142857142,1.0,1.0,A375,raw_cosine
BRD-K99964838,REP.A002_A375_24H_X2_B22,0.258768115942029,1.0,1.0,A375,raw_cosine
BRD-K12184916,REP.A002_A375_24H_X3_B22,0.27664537917722065,1.0,1.0,A375,raw_cosine
BRD-K16730910,REP.A002_A375_24H_X3_B22,0.6533816425120773,1.0,1.0,A375,raw_cosine
BRD-K17743125,REP.A002_A375_24H_X3_B22,0.7051948051948052,1.0,1.0,A375,raw_cosine
BRD-K99964838,REP.A002_A375_24H_X3_B22,0.43796387520525465,1.0,1.0,A375,raw_cosine
BRD-K33379087,REP.A003_A375_24H_X1_B22,0.2509799417233916,1.0,1.0,A375,raw_cosine
BRD-K33379087,REP.A003_A375_24H_X2_B22,0.4781609195402298,1.0,1.0,A375,raw_cosine
BRD-K33379087,REP.A003_A375_24H_X3_B22,0.5442857142857143,1.0,1.0,A375,raw_cosine
BRD-K19687926,REP.A004_A375_24H_X1_B22,0.2695699753802975,1.0,1.0,A375,raw_cosine
BRD-K20285085,REP.A004_A375_24H_X1_B22,0.2324819624819625,0.0,1.0,A375,raw_cosine
BRD-K19687926,REP.A004_A375_24H_X2_B22,0.09179571885155642,0.0,0.0,A375,raw_cosine
BRD-K20285085,REP.A004_A375_24H_X2_B22,0.13262996158770807,0.0,1.0,A375,raw_cosine
BRD-K19687926,REP.A004_A375_24H_X3_B22,0.11945546452645846,0.0,1.0,A375,raw_cosine
BRD-K20285085,REP.A004_A375_24H_X3_B22,0.2193175245806825,0.0,1.0,A375,raw_cosine
BRD-K08109215,REP.A005_A375_24H_X1_B22,0.6386269644334159,1.0,1.0,A375,raw_cosine
BRD-K08799216,REP.A005_A375_24H_X1_B22,0.5342436974789916,1.0,1.0,A375,raw_cosine
BRD-K09132007,REP.A005_A375_24H_X1_B22,0.06220914835416215,0.0,1.0,A375,raw_cosine
BRD-K09951645,REP.A005_A375_24H_X1_B22,0.42737037037037034,1.0,1.0,A375,raw_cosine
BRD-K11153516,REP.A005_A375_24H_X1_B22,0.0876418068635074,0.0,0.0,A375,raw_cosine
BRD-K11267252,REP.A005_A375_24H_X1_B22,0.21477023960175007,1.0,1.0,A375,raw_cosine
BRD-K08109215,REP.A005_A375_24H_X2_B22,0.9666666666666666,1.0,1.0,A375,raw_cosine
BRD-K08799216,REP.A005_A375_24H_X2_B22,0.9666666666666666,1.0,1.0,A375,raw_cosine
BRD-K09132007,REP.A005_A375_24H_X2_B22,0.0517561586413063,0.0,1.0,A375,raw_cosine
BRD-K09951645,REP.A005_A375_24H_X2_B22,0.4799131976282169,1.0,1.0,A375,raw_cosine
BRD-K11153516,REP.A005_A375_24H_X2_B22,0.408576886037868,1.0,1.0,A375,raw_cosine
BRD-K11267252,REP.A005_A375_24H_X2_B22,0.21642862144107458,1.0,1.0,A375,raw_cosine
BRD-K08109215,REP.A005_A375_24H_X3_B22,0.86,1.0,1.0,A375,raw_cosine
BRD-K08799216,REP.A005_A375_24H_X3_B22,1.0,1.0,1.0,A375,raw_cosine
BRD-K09132007,REP.A005_A375_24H_X3_B22,0.030394333169923016,0.0,0.0,A375,raw_cosine
BRD-K09951645,REP.A005_A375_24H_X3_B22,0.3815745126212903,1.0,1.0,A375,raw_cosine
BRD-K11153516,REP.A005_A375_24H_X3_B22,0.3728571428571429,1.0,1.0,A375,raw_cosine
BRD-K11267252,REP.A005_A375_24H_X3_B22,0.011451610726226752,0.0,0.0,A375,raw_cosine
BRD-K23984367,REP.A006_A375_24H_X1_B22,0.4216694791591671,1.0,1.0,A375,raw_cosine
BRD-K23984367,REP.A006_A375_24H_X2_B22,0.03105926208787544,0.0,0.0,A375,raw_cosine
BRD-K23984367,REP.A006_A375_24H_X3_B22,0.14419573793771484,0.0,1.0,A375,raw_cosine
BRD-K40175214,REP.A007_A375_24H_X1_B22,0.24702702702702703,0.0,1.0,A375,raw_cosine
BRD-K42191735,REP.A007_A375_24H_X1_B22,0.21147457304568212,1.0,1.0,A375,raw_cosine
BRD-K42805893,REP.A007_A375_24H_X1_B22,0.7808333333333333,1.0,1.0,A375,raw_cosine
BRD-K52911425,REP.A007_A375_24H_X1_B22,0.08398084354334752,0.0,1.0,A375,raw_cosine
BRD-K67868012,REP.A007_A375_24H_X1_B22,0.30892473118279573,0.0,1.0,A375,raw_cosine
BRD-K40175214,REP.A007_A375_24H_X2_B22,0.08944024618508295,0.0,1.0,A375,raw_cosine
BRD-K42191735,REP.A007_A375_24H_X2_B22,0.20971028287600468,1.0,1.0,A375,raw_cosine
BRD-K42805893,REP.A007_A375_24H_X2_B22,0.8256410256410256,1.0,1.0,A375,raw_cosine
BRD-K52911425,REP.A007_A375_24H_X2_B22,0.08290147379374459,0.0,1.0,A375,raw_cosine
BRD-K67868012,REP.A007_A375_24H_X2_B22,0.311545528173088,1.0,1.0,A375,raw_cosine
BRD-K40175214,REP.A007_A375_24H_X3_B22,0.3024068565771358,1.0,1.0,A375,raw_cosine
BRD-K42191735,REP.A007_A375_24H_X3_B22,0.011442373425844898,0.0,0.0,A375,raw_cosine
BRD-K42805893,REP.A007_A375_24H_X3_B22,0.5270980392156862,1.0,1.0,A375,raw_cosine
BRD-K52911425,REP.A007_A375_24H_X3_B22,0.0458444328035271,0.0,0.0,A375,raw_cosine
BRD-K67868012,REP.A007_A375_24H_X3_B22,0.617037037037037,1.0,1.0,A375,raw_cosine
BRD-K36740062,REP.A008_A375_24H_X1_B24,0.22037046287046286,0.0,1.0,A375,raw_cosine
BRD-K36740062,REP.A008_A375_24H_X2_B24,0.10788089594812285,0.0,1.0,A375,raw_cosine
BRD-K36740062,REP.A008_A375_24H_X3_B24,0.11385909138191083,0.0,1.0,A375,raw_cosine
BRD-K28392481,REP.A009_A375_24H_X1_B24,0.22625887797574248,1.0,1.0,A375,raw_cosine
BRD-K28392481,REP.A009_A375_24H_X2_B24,0.21739735050785,1.0,1.0,A375,raw_cosine
BRD-K28392481,REP.A009_A375_24H_X3_B24,0.012435246082295692,0.0,0.0,A375,raw_cosine
BRD-K12787259,REP.A010_A375_24H_X1_B24,0.06977039372625111,0.0,0.0,A375,raw_cosine
BRD-K13390322,REP.A010_A375_24H_X1_B24,0.42660894660894655,1.0,1.0,A375,raw_cosine
BRD-K13662825,REP.A010_A375_24H_X1_B24,0.5687154950312844,1.0,1.0,A375,raw_cosine
BRD-K12787259,REP.A010_A375_24H_X2_B24,0.34275824175824177,1.0,1.0,A375,raw_cosine
BRD-K13390322,REP.A010_A375_24H_X2_B24,0.575952380952381,1.0,1.0,A375,raw_cosine
BRD-K13662825,REP.A010_A375_24H_X2_B24,0.3788888888888889,0.0,1.0,A375,raw_cosine
BRD-K12787259,REP.A010_A375_24H_X3_B24,0.32921430489878023,1.0,1.0,A375,raw_cosine
BRD-K13390322,REP.A010_A375_24H_X3_B24,0.3718482905982906,1.0,1.0,A375,raw_cosine
BRD-K13662825,REP.A010_A375_24H_X3_B24,0.4453333333333333,1.0,1.0,A375,raw_cosine
BRD-K05804044,REP.A011_A375_24H_X1_B24,0.3777443609022556,1.0,1.0,A375,raw_cosine
BRD-K05804044,REP.A011_A375_24H_X2_B24,0.32439503932244407,1.0,1.0,A375,raw_cosine
BRD-K05804044,REP.A011_A375_24H_X3_B24,0.14450516550706302,0.0,1.0,A375,raw_cosine
BRD-K02113016,REP.A012_A375_24H_X1_B24,0.025419681165489174,0.0,0.0,A375,raw_cosine
BRD-K02123250,REP.A012_A375_24H_X1_B24,0.023128285960110583,0.0,0.0,A375,raw_cosine
BRD-K03449891,REP.A012_A375_24H_X1_B24,0.03031080195610931,0.0,0.0,A375,raw_cosine
BRD-K02113016,REP.A012_A375_24H_X2_B22,0.037866805222187515,0.0,0.0,A375,raw_cosine
BRD-K02123250,REP.A012_A375_24H_X2_B22,0.04030027053446663,0.0,0.0,A375,raw_cosine
BRD-K03449891,REP.A012_A375_24H_X2_B22,0.08849795683336954,0.0,1.0,A375,raw_cosine
BRD-K02113016,REP.A012_A375_24H_X3_B22,0.06511970865506651,0.0,0.0,A375,raw_cosine
BRD-K02123250,REP.A012_A375_24H_X3_B22,0.014162684269965633,0.0,0.0,A375,raw_cosine
BRD-K03449891,REP.A012_A375_24H_X3_B22,0.14140472236903098,0.0,1.0,A375,raw_cosine
BRD-K37687095,REP.A014_A375_24H_X1_B23,0.28478157644824315,0.0,1.0,A375,raw_cosine
BRD-K60866521,REP.A014_A375_24H_X1_B23,0.007956326011201822,0.0,0.0,A375,raw_cosine
BRD-K37687095,REP.A014_A375_24H_X2.A2_B25,0.25431920242475853,1.0,1.0,A375,raw_cosine
BRD-K60866521,REP.A014_A375_24H_X2.A2_B25,0.09920107151103542,0.0,1.0,A375,raw_cosine
BRD-K37687095,REP.A014_A375_24H_X3_B23,0.21973856209150328,0.0,1.0,A375,raw_cosine
BRD-K60866521,REP.A014_A375_24H_X3_B23,0.09171056543357363,0.0,1.0,A375,raw_cosine
BRD-K56301217,REP.A015_A375_24H_X1_B23,0.25108869704375325,1.0,1.0,A375,raw_cosine
BRD-K57080016,REP.A015_A375_24H_X1_B23,0.14131780484901396,0.0,1.0,A375,raw_cosine
BRD-K56301217,REP.A015_A375_24H_X2_B23,0.2755314138269987,1.0,1.0,A375,raw_cosine
BRD-K57080016,REP.A015_A375_24H_X2_B23,0.5405913978494623,1.0,1.0,A375,raw_cosine
BRD-K56301217,REP.A015_A375_24H_X3_B23,0.1520986373180939,0.0,1.0,A375,raw_cosine
BRD-K57080016,REP.A015_A375_24H_X3_B23,0.2498965362123257,0.0,1.0,A375,raw_cosine
BRD-A58280226,REP.A016_A375_24H_X1_B23,0.015814947006116208,0.0,0.0,A375,raw_cosine
BRD-K41895714,REP.A016_A375_24H_X1_B23,0.05070730086906557,0.0,0.0,A375,raw_cosine
BRD-K51313569,REP.A016_A375_24H_X1_B23,0.8555555555555555,1.0,1.0,A375,raw_cosine
BRD-K51544265,REP.A016_A375_24H_X1_B23,0.024017060199224123,0.0,0.0,A375,raw_cosine
BRD-K52751261,REP.A016_A375_24H_X1_B23,0.03169587683222609,0.0,0.0,A375,raw_cosine
BRD-K53414658,REP.A016_A375_24H_X1_B23,0.07972065633265144,0.0,0.0,A375,raw_cosine
BRD-K54256913,REP.A016_A375_24H_X1_B23,0.4133060165700521,1.0,1.0,A375,raw_cosine
BRD-A58280226,REP.A016_A375_24H_X2_B23,0.014640773193618848,0.0,0.0,A375,raw_cosine
BRD-K41895714,REP.A016_A375_24H_X2_B23,0.0366239439235493,0.0,0.0,A375,raw_cosine
BRD-K51313569,REP.A016_A375_24H_X2_B23,0.6683333333333333,0.0,1.0,A375,raw_cosine
BRD-K51544265,REP.A016_A375_24H_X2_B23,0.329325308837504,1.0,1.0,A375,raw_cosine
BRD-K52751261,REP.A016_A375_24H_X2_B23,0.10025299634273892,0.0,1.0,A375,raw_cosine
BRD-K53414658,REP.A016_A375_24H_X2_B23,0.13333333333333333,0.0,0.0,A375,raw_cosine
BRD-K54256913,REP.A016_A375_24H_X2_B23,0.13104739852592542,0.0,1.0,A375,raw_cosine
BRD-A58280226,REP.A016_A375_24H_X3_B23,0.02431547088350058,0.0,0.0,A375,raw_cosine
BRD-K41895714,REP.A016_A375_24H_X3_B23,0.09835150276326746,0.0,0.0,A375,raw_cosine
BRD-K51313569,REP.A016_A375_24H_X3_B23,0.8225,1.0,1.0,A375,raw_cosine
BRD-K51544265,REP.A016_A375_24H_X3_B23,0.5053705692803436,1.0,1.0,A375,raw_cosine
BRD-K52751261,REP.A016_A375_24H_X3_B23,0.22201001083354024,1.0,1.0,A375,raw_cosine
BRD-K53414658,REP.A016_A375_24H_X3_B23,0.15372874731287864,0.0,0.0,A375,raw_cosine
BRD-K54256913,REP.A016_A375_24H_X3_B23,0.2894102203340655,1.0,1.0,A375,raw_cosine
BRD-K64800655,REP.A018_A375_24H_X1_B24,0.47526881720430103,1.0,1.0,A375,raw_cosine
BRD-K66538826,REP.A018_A375_24H_X1_B24,0.06906690793929673,0.0,1.0,A375,raw_cosine
BRD-K64800655,REP.A018_A375_24H_X2_B23,0.19463977832512316,0.0,1.0,A375,raw_cosine
BRD-K66538826,REP.A018_A375_24H_X2_B23,0.024701950595243927,0.0,0.0,A375,raw_cosine
BRD-K64800655,REP.A018_A375_24H_X3_B24,0.4233029381965552,0.0,1.0,A375,raw_cosine
BRD-K66538826,REP.A018_A375_24H_X3_B24,0.07970876813346314,0.0,1.0,A375,raw_cosine
BRD-K04887706,REP.A019_A375_24H_X1_B24,0.013677218314044023,0.0,0.0,A375,raw_cosine
BRD-K45746021,REP.A019_A375_24H_X1_B24,0.046490173833822826,0.0,0.0,A375,raw_cosine
BRD-K49075727,REP.A019_A375_24H_X1_B24,0.5247619047619048,1.0,1.0,A375,raw_cosine
BRD-K49328571,REP.A019_A375_24H_X1_B24,0.2646202512725112,0.0,1.0,A375,raw_cosine
BRD-K49865102,REP.A019_A375_24H_X1_B24,0.15840083819575426,0.0,0.0,A375,raw_cosine
BRD-K04887706,REP.A019_A375_24H_X2_B24,0.04108495398876378,0.0,0.0,A375,raw_cosine
BRD-K45746021,REP.A019_A375_24H_X2_B24,0.04433697828641799,0.0,0.0,A375,raw_cosine
BRD-K49075727,REP.A019_A375_24H_X2_B24,0.4671960958296363,1.0,1.0,A375,raw_cosine
BRD-K49328571,REP.A019_A375_24H_X2_B24,0.3474028727656022,1.0,1.0,A375,raw_cosine
BRD-K49865102,REP.A019_A375_24H_X2_B24,0.21784086938497935,1.0,1.0,A375,raw_cosine
BRD-K04887706,REP.A019_A375_24H_X3_B24,0.011944615206775321,0.0,0.0,A375,raw_cosine
BRD-K45746021,REP.A019_A375_24H_X3_B24,0.06438894819536618,0.0,0.0,A375,raw_cosine
BRD-K49075727,REP.A019_A375_24H_X3_B24,0.5103174603174603,1.0,1.0,A375,raw_cosine
BRD-K49328571,REP.A019_A375_24H_X3_B24,0.24550414401090864,0.0,1.0,A375,raw_cosine
BRD-K49865102,REP.A019_A375_24H_X3_B24,0.19254430719353888,1.0,1.0,A375,raw_cosine
BRD-K82928847,REP.A020_A375_24H_X1_B23,0.49125132555673384,1.0,1.0,A375,raw_cosine
BRD-K82928847,REP.A020_A375_24H_X2_B24,0.24632700632700635,0.0,1.0,A375,raw_cosine
BRD-K82928847,REP.A020_A375_24H_X3_B23,0.5176587301587301,1.0,1.0,A375,raw_cosine
BRD-K81528515,REP.A021_A375_24H_X1_B23,0.6072463768115942,1.0,1.0,A375,raw_cosine
BRD-K83963101,REP.A021_A375_24H_X1_B23,0.2223162272433436,1.0,1.0,A375,raw_cosine
BRD-K86797399,REP.A021_A375_24H_X1_B23,0.3275757575757576,0.0,1.0,A375,raw_cosine
BRD-K81528515,REP.A021_A375_24H_X2_B23,0.5672268907563025,1.0,1.0,A375,raw_cosine
BRD-K83963101,REP.A021_A375_24H_X2_B23,0.07834897126522697,0.0,1.0,A375,raw_cosine
BRD-K86797399,REP.A021_A375_24H_X2_B23,0.5546031746031745,1.0,1.0,A375,raw_cosine
BRD-K81528515,REP.A021_A375_24H_X3_B23,0.01502004177285574,0.0,0.0,A375,raw_cosine
BRD-K83963101,REP.A021_A375_24H_X3_B23,0.053541017846126394,0.0,0.0,A375,raw_cosine
BRD-K86797399,REP.A021_A375_24H_X3_B23,0.5438888888888889,1.0,1.0,A375,raw_cosine
BRD-K70401845,REP.A022_A375_24H_X1_B23,0.287830016637968,1.0,1.0,A375,raw_cosine
BRD-K71035033,REP.A022_A375_24H_X1_B23,0.018219380847260047,0.0,0.0,A375,raw_cosine
BRD-K72414522,REP.A022_A375_24H_X1_B23,0.6366666666666666,1.0,1.0,A375,raw_cosine
BRD-K76908866,REP.A022_A375_24H_X1_B23,0.049482973282185885,0.0,0.0,A375,raw_cosine
BRD-K79254416,REP.A022_A375_24H_X1_B23,0.02528113308325929,0.0,0.0,A375,raw_cosine
BRD-K70401845,REP.A022_A375_24H_X2_B23,0.2638712273641851,1.0,1.0,A375,raw_cosine
BRD-K71035033,REP.A022_A375_24H_X2_B23,0.15960379206495262,0.0,1.0,A375,raw_cosine
BRD-K72414522,REP.A022_A375_24H_X2_B23,0.7216666666666667,1.0,1.0,A375,raw_cosine
BRD-K76908866,REP.A022_A375_24H_X2_B23,0.03296329495735581,0.0,0.0,A375,raw_cosine
BRD-K79254416,REP.A022_A375_24H_X2_B23,0.22918548233773145,1.0,1.0,A375,raw_cosine
BRD-K70401845,REP.A022_A375_24H_X3_B23,0.05942149525394215,0.0,0.0,A375,raw_cosine
BRD-K71035033,REP.A022_A375_24H_X3_B23,0.019304312758512594,0.0,0.0,A375,raw_cosine
BRD-K72414522,REP.A022_A375_24H_X3_B23,0.68125,1.0,1.0,A375,raw_cosine
BRD-K76908866,REP.A022_A375_24H_X3_B23,0.033360267967354876,0.0,0.0,A375,raw_cosine
BRD-K79254416,REP.A022_A375_24H_X3_B23,0.026461779048841987,0.0,0.0,A375,raw_cosine
BRD-K70511574,REP.A023_A375_24H_X1_B23,0.11385438233264318,0.0,0.0,A375,raw_cosine
BRD-K70511574,REP.A023_A375_24H_X2_B23,0.3734782608695652,0.0,1.0,A375,raw_cosine
BRD-K70511574,REP.A023_A375_24H_X3_B23,0.22838383838383836,0.0,1.0,A375,raw_cosine
BRD-K74065929,REP.A024_A375_24H_X1_B23,0.013321562332798288,0.0,0.0,A375,raw_cosine
BRD-K74065929,REP.A024_A375_24H_X2_B23,0.014146321824371385,0.0,0.0,A375,raw_cosine
BRD-K74065929,REP.A024_A375_24H_X3_B23,0.012962921633914912,0.0,0.0,A375,raw_cosine
BRD-K74514084,REP.A025_A375_24H_X1_B23,0.04476003506117694,0.0,0.0,A375,raw_cosine
BRD-K77625799,REP.A025_A375_24H_X1_B23,0.5109090909090909,0.0,1.0,A375,raw_cosine
BRD-K74514084,REP.A025_A375_24H_X2_B23,0.04407416872533151,0.0,0.0,A375,raw_cosine
BRD-K77625799,REP.A025_A375_24H_X2_B23,0.3448836187966623,1.0,1.0,A375,raw_cosine
BRD-K74514084,REP.A025_A375_24H_X3_B23,0.240442612942613,1.0,1.0,A375,raw_cosine
BRD-K77625799,REP.A025_A375_24H_X3_B23,0.0355028675868154,0.0,0.0,A375,raw_cosine
BRD-K87737963,REP.A026_A375_24H_X1_B25,0.06727001651100324,0.0,0.0,A375,raw_cosine
BRD-K99749624,REP.A026_A375_24H_X1_B25,0.6177142857142857,1.0,1.0,A375,raw_cosine
BRD-K87737963,REP.A026_A375_24H_X2_B25,0.19460555091653742,0.0,1.0,A375,raw_cosine
BRD-K99749624,REP.A026_A375_24H_X2_B25,0.025166031539486322,0.0,0.0,A375,raw_cosine
BRD-K87737963,REP.A026_A375_24H_X3_B25,0.011718854743276903,0.0,0.0,A375,raw_cosine
BRD-K99749624,REP.A026_A375_24H_X3_B25,0.11984823808113709,0.0,1.0,A375,raw_cosine
BRD-K93123848,REP.A027_A375_24H_X1_B25,0.22805510149908487,1.0,1.0,A375,raw_cosine
BRD-K99545815,REP.A027_A375_24H_X1_B25,0.5404033613445378,1.0,1.0,A375,raw_cosine
BRD-K93123848,REP.A027_A375_24H_X2_B25,0.42547886895712983,1.0,1.0,A375,raw_cosine
BRD-K99545815,REP.A027_A375_24H_X2_B25,0.5620481927710843,1.0,1.0,A375,raw_cosine
BRD-K93123848,REP.A027_A375_24H_X3_B25,0.37516537244751225,1.0,1.0,A375,raw_cosine
BRD-K99545815,REP.A027_A375_24H_X3_B25,0.5436635944700461,1.0,1.0,A375,raw_cosine
BRD-K92428232,REP.A028_A375_24H_X1_B25,0.043427066076535695,0.0,0.0,A375,raw_cosine
BRD-K93918653,REP.A028_A375_24H_X1_B25,0.018411209306037464,0.0,0.0,A375,raw_cosine
BRD-K92428232,REP.A028_A375_24H_X2_B25,0.07513912554312276,0.0,0.0,A375,raw_cosine
BRD-K93918653,REP.A028_A375_24H_X2_B25,0.275115660677908,1.0,1.0,A375,raw_cosine
BRD-K92428232,REP.A028_A375_24H_X3_B25,0.019303369573858475,0.0,0.0,A375,raw_cosine
BRD-K93918653,REP.A028_A375_24H_X3_B25,0.015477572147179205,0.0,0.0,A375,raw_cosine
BRD-A39996500,LJP005_A375_24H_X1_B19,0.6482828282828283,1.0,1.0,A375,pca_64
BRD-K02708799,LJP005_A375_24H_X1_B19,0.032767147337949866,0.0,0.0,A375,pca_64
BRD-K03449891,LJP005_A375_24H_X1_B19,0.039598124607116696,0.0,0.0,A375,pca_64
BRD-K04887706,LJP005_A375_24H_X1_B19,0.012670250030268448,0.0,0.0,A375,pca_64
BRD-K08799216,LJP005_A375_24H_X1_B19,0.925,1.0,1.0,A375,pca_64
BRD-K12184916,LJP005_A375_24H_X1_B19,0.14301940769471408,0.0,1.0,A375,pca_64
BRD-K37687095,LJP005_A375_24H_X1_B19,0.08277869457643428,0.0,1.0,A375,pca_64
BRD-K42191735,LJP005_A375_24H_X1_B19,0.4078761762072154,1.0,1.0,A375,pca_64
BRD-K49328571,LJP005_A375_24H_X1_B19,0.04604029369112786,0.0,0.0,A375,pca_64
BRD-K49865102,LJP005_A375_24H_X1_B19,0.037283865232774216,0.0,0.0,A375,pca_64
BRD-K70401845,LJP005_A375_24H_X1_B19,0.21131710072976886,1.0,1.0,A375,pca_64
BRD-K76908866,LJP005_A375_24H_X1_B19,0.05372482968881966,0.0,0.0,A375,pca_64
BRD-K79090631,LJP005_A375_24H_X1_B19,0.016862955349824984,0.0,0.0,A375,pca_64
BRD-K81528515,LJP005_A375_24H_X1_B19,0.27007035121741,1.0,1.0,A375,pca_64
BRD-K87737963,LJP005_A375_24H_X1_B19,0.12305002894236336,0.0,1.0,A375,pca_64
BRD-A39996500,LJP005_A375_24H_X2_B19,0.22856893710607143,1.0,1.0,A375,pca_64
BRD-K02708799,LJP005_A375_24H_X2_B19,0.21806208187052972,1.0,1.0,A375,pca_64
BRD-K03449891,LJP005_A375_24H_X2_B19,0.25865424975068596,1.0,1.0,A375,pca_64
BRD-K04887706,LJP005_A375_24H_X2_B19,0.015686434967101294,0.0,0.0,A375,pca_64
BRD-K08799216,LJP005_A375_24H_X2_B19,0.2275809742012429,1.0,1.0,A375,pca_64
BRD-K12184916,LJP005_A375_24H_X2_B19,0.04573682564116689,0.0,0.0,A375,pca_64
BRD-K37687095,LJP005_A375_24H_X2_B19,0.15165330742015323,0.0,1.0,A375,pca_64
BRD-K42191735,LJP005_A375_24H_X2_B19,0.4079284225002218,1.0,1.0,A375,pca_64
BRD-K49328571,LJP005_A375_24H_X2_B19,0.038474028809391936,0.0,0.0,A375,pca_64
BRD-K49865102,LJP005_A375_24H_X2_B19,0.06968537789084941,0.0,0.0,A375,pca_64
BRD-K70401845,LJP005_A375_24H_X2_B19,0.023294490515680104,0.0,0.0,A375,pca_64
BRD-K76908866,LJP005_A375_24H_X2_B19,0.2695899814471243,1.0,1.0,A375,pca_64
BRD-K79090631,LJP005_A375_24H_X2_B19,0.046322477215997186,0.0,0.0,A375,pca_64
BRD-K81528515,LJP005_A375_24H_X2_B19,0.03244559231855058,0.0,0.0,A375,pca_64
BRD-K87737963,LJP005_A375_24H_X2_B19,0.23185173944298035,1.0,1.0,A375,pca_64
BRD-A39996500,LJP005_A375_24H_X3_B19,0.07490695469700359,0.0,1.0,A375,pca_64
BRD-K02708799,LJP005_A375_24H_X3_B19,0.12411594551017421,1.0,1.0,A375,pca_64
BRD-K03449891,LJP005_A375_24H_X3_B19,0.22942057881675063,1.0,1.0,A375,pca_64
BRD-K04887706,LJP005_A375_24H_X3_B19,0.010110352060661262,0.0,0.0,A375,pca_64
BRD-K08799216,LJP005_A375_24H_X3_B19,0.14644925054661362,0.0,1.0,A375,pca_64
BRD-K12184916,LJP005_A375_24H_X3_B19,0.35030448717948715,1.0,1.0,A375,pca_64
BRD-K37687095,LJP005_A375_24H_X3_B19,0.06010112436583025,0.0,0.0,A375,pca_64
BRD-K42191735,LJP005_A375_24H_X3_B19,0.3076213369172588,1.0,1.0,A375,pca_64
BRD-K49328571,LJP005_A375_24H_X3_B19,0.03582383036790421,0.0,0.0,A375,pca_64
BRD-K49865102,LJP005_A375_24H_X3_B19,0.06783495397098292,0.0,1.0,A375,pca_64
BRD-K70401845,LJP005_A375_24H_X3_B19,0.026457903605681076,0.0,0.0,A375,pca_64
BRD-K76908866,LJP005_A375_24H_X3_B19,0.028478304372320108,0.0,0.0,A375,pca_64
BRD-K79090631,LJP005_A375_24H_X3_B19,0.12995020373319296,1.0,1.0,A375,pca_64
BRD-K81528515,LJP005_A375_24H_X3_B19,0.6181243414120127,1.0,1.0,A375,pca_64
BRD-K87737963,LJP005_A375_24H_X3_B19,0.42585321655089103,1.0,1.0,A375,pca_64
BRD-A39996500,LJP006_A375_24H_X1_B19,0.27353583293782635,1.0,1.0,A375,pca_64
BRD-K02708799,LJP006_A375_24H_X1_B19,0.06802142817374993,0.0,0.0,A375,pca_64
BRD-K13390322,LJP006_A375_24H_X1_B19,0.13672778202189967,0.0,0.0,A375,pca_64
BRD-K19687926,LJP006_A375_24H_X1_B19,0.008184189048669504,0.0,0.0,A375,pca_64
BRD-K20285085,LJP006_A375_24H_X1_B19,0.1094286404996071,0.0,1.0,A375,pca_64
BRD-K23984367,LJP006_A375_24H_X1_B19,0.009598780630698031,0.0,0.0,A375,pca_64
BRD-K40175214,LJP006_A375_24H_X1_B19,0.28980486660305704,1.0,1.0,A375,pca_64
BRD-K41895714,LJP006_A375_24H_X1_B19,0.009963083049327309,0.0,0.0,A375,pca_64
BRD-K49075727,LJP006_A375_24H_X1_B19,0.27131870042668166,1.0,1.0,A375,pca_64
BRD-K49328571,LJP006_A375_24H_X1_B19,0.03456420409892972,0.0,0.0,A375,pca_64
BRD-K49865102,LJP006_A375_24H_X1_B19,0.13700584080891556,0.0,1.0,A375,pca_64
BRD-K51313569,LJP006_A375_24H_X1_B19,0.6551971326164875,1.0,1.0,A375,pca_64
BRD-K52911425,LJP006_A375_24H_X1_B19,0.11452077492622141,0.0,1.0,A375,pca_64
BRD-K57080016,LJP006_A375_24H_X1_B19,0.1737151737151737,0.0,0.0,A375,pca_64
BRD-K64800655,LJP006_A375_24H_X1_B19,0.23737249374732272,1.0,1.0,A375,pca_64
BRD-K67868012,LJP006_A375_24H_X1_B19,0.23922222222222217,0.0,1.0,A375,pca_64
